City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,durango,24.8333,-104.8333,300.31,30,62,3.73,MX,1724792085
361,victorica,-36.2151,-65.4359,290.86,34,36,5.92,AR,1724792086
362,svay rieng,11.0879,105.7993,299.38,87,93,1.96,KH,1724792087
363,vammala,61.3333,22.9,285.19,93,29,2.58,FI,1724792088
364,nuuk,64.1835,-51.7216,281.49,71,100,2.06,GL,1724792089
365,kahama,-3.8333,32.6,295.42,57,69,1.88,TZ,1724792090
366,raduzhny,62.0961,77.475,289.32,68,93,2.2,RU,1724792092
367,jiazi,22.8779,116.067,300.76,88,100,3.97,CN,1724792094
368,sebastopol,44.6,33.5333,295.37,55,0,1.15,UA,1724792096
369,haiku-pauwela,20.9219,-156.3051,300.16,70,40,8.23,US,1724792097
370,normal,40.5142,-88.9906,309.36,64,75,2.06,US,1724792098
371,calama,-22.4667,-68.9333,295.42,9,0,9.26,CL,1724791909
372,paraiso,9.8383,-83.8656,297.08,91,100,1.45,CR,1724792101
373,voi,-3.3945,38.563,294.89,84,6,3.62,KE,1724792102
374,xinzhou,38.4092,112.7333,288.7,87,7,0.05,CN,1724792103
375,kalmunai,7.4167,81.8167,300.76,71,100,1.82,LK,1724792104
376,remire-montjoly,4.9167,-52.2667,298.17,94,75,2.57,GF,1724792105
377,fort mcmurray,56.7268,-111.381,296.92,46,100,6.17,CA,1724792106
378,touros,-5.1989,-35.4608,297.89,79,36,6.61,BR,1724792108
379,kachkanar,58.7,59.4948,286.33,89,46,1.79,RU,1724792109
380,karkala,13.2,74.9833,298.05,91,78,1.78,IN,1724792110
381,devgarh,25.5333,73.9,295.53,90,98,8.51,IN,1724792111
382,howard springs,-12.497,131.047,296.1,84,53,2.33,AU,1724792112
383,hrebinka,50.1171,32.4361,295.93,47,100,2.83,UA,1724792113
384,bonthe,7.5264,-12.505,298.75,90,100,4.29,SL,1724792114
385,debrecen,47.5333,21.6333,294.02,88,0,0.51,HU,1724792116
386,east london,-33.0153,27.9116,290.14,69,0,7.0,ZA,1724792117
387,la tuque,47.4334,-72.7824,297.29,69,100,2.06,CA,1724792118
388,muroto-misakicho,33.2833,134.15,300.57,79,6,5.86,JP,1724792119
389,usinsk,65.9939,57.5281,286.31,76,35,4.53,RU,1724792120
390,ulsteinvik,62.3432,5.8487,291.65,85,100,5.4,NO,1724792121
391,hotan,37.0997,79.9269,295.49,53,54,1.16,CN,1724792122
392,mazagao,-0.115,-51.2894,300.51,76,75,1.41,BR,1724792124
393,ad dilam,23.9915,47.1627,308.97,13,9,3.79,SA,1724792125
394,juan griego,11.0817,-63.9655,305.22,66,47,7.72,VE,1724792126
395,yorkton,51.2167,-102.4677,297.06,50,0,6.17,CA,1724792127
396,broken hill,-31.95,141.4333,286.27,40,3,5.58,AU,1724792089
397,vrangel',42.7297,133.0839,291.09,83,0,3.58,RU,1724792129
398,alotau,-10.3069,150.4462,295.63,92,11,1.21,PG,1724792130
399,shingu,33.7333,135.9833,297.73,93,43,1.73,JP,1724792131
400,bereeda,11.8704,51.0579,302.27,67,86,3.97,SO,1724792133
401,sheridan,44.8333,-106.9173,302.36,28,0,5.14,US,1724792134
402,mandera,3.9366,41.867,299.87,66,47,8.94,KE,1724792135
403,gisborne,-38.6533,178.0042,287.57,66,49,4.52,NZ,1724792137
404,sydney,-33.8679,151.2073,293.55,44,0,7.72,AU,1724792019
405,ghat,24.9647,10.1728,306.06,17,12,2.08,LY,1724792140
406,kaifeng,34.7911,114.3483,292.79,80,24,5.76,CN,1724792141
407,tarinkot,32.6268,65.8733,298.89,12,0,1.9,AF,1724792142
408,brigantine,39.4101,-74.3646,298.79,87,2,2.68,US,1724792085
409,la passe,45.5549,-0.8967,293.36,63,22,3.42,FR,1724792144
410,fale old settlement,-9.3852,-171.2468,300.92,76,7,4.83,TK,1724792145
411,genhe,50.7833,121.5167,284.75,98,92,1.56,CN,1724792146
412,luoyang,34.6836,112.4536,293.29,74,14,1.58,CN,1724792148
413,lamarque,-39.423,-65.7021,287.12,22,65,1.8,AR,1724792149
414,ketou,7.3633,2.5998,296.53,94,91,2.9,BJ,1724792150
415,zheleznodorozhnyy,55.7503,38.0042,291.9,61,9,2.15,RU,1724792151
416,tabou,4.423,-7.3528,297.0,90,100,5.03,CI,1724792152
417,el vigia,8.6219,-71.6506,306.02,52,63,2.93,VE,1724792153
418,al burayqah,30.4062,19.5739,300.86,75,0,6.03,LY,1724792154
419,kismayo,-0.3582,42.5454,298.33,85,40,5.76,SO,1724792155
420,holualoa,19.6228,-155.9522,299.06,84,20,5.14,US,1724792157
421,akcakoca,41.0866,31.1162,293.42,85,90,0.84,TR,1724792158
422,ballito,-29.539,31.2144,290.23,51,0,0.51,ZA,1724792159
423,hilton head island,32.2163,-80.7526,304.31,73,20,1.54,US,1724791943
424,shiguai,40.7058,110.2856,290.79,54,39,1.84,CN,1724792162
425,uribia,11.7139,-72.266,305.25,56,100,3.06,CO,1724792164
426,nouadhibou,20.931,-17.0347,299.14,78,100,5.66,MR,1724792165
427,leh,34.1667,77.5833,284.23,69,94,2.74,IN,1724792166
428,kirensk,57.7853,108.1119,286.65,88,100,4.55,RU,1724792167
429,iquique,-20.2208,-70.1431,289.85,79,60,2.02,CL,1724792168
430,mendarda,21.3167,70.4333,298.08,89,100,8.09,IN,1724792169
431,iskushuban,10.2837,50.23,303.06,49,98,9.92,SO,1724792170
432,oriximina,-1.7656,-55.8661,308.31,33,12,2.09,BR,1724792172
433,inari,68.906,27.0288,284.43,67,68,7.76,FI,1724792173
434,panama city beach,30.1766,-85.8055,305.4,73,75,4.63,US,1724792044
435,ishigaki,24.3448,124.1572,300.22,89,75,2.06,JP,1724792175
436,karamay,45.6004,84.8661,298.14,35,25,2.23,CN,1724792176
437,kasongo-lunda,-6.4667,16.8167,297.77,22,4,0.39,CD,1724792177
438,nyurba,63.2842,118.3319,280.91,85,100,1.89,RU,1724792178
439,paoua,7.2427,16.4406,294.77,92,100,0.74,CF,1724792179
440,yanchep,-31.55,115.6833,283.83,86,2,2.3,AU,1724792181
441,port moresby,-9.4431,147.1797,295.83,94,75,1.54,PG,1724792174
442,mandalgovi,45.7625,106.2708,291.07,72,0,3.42,MN,1724792183
443,priob'ye,62.5206,65.5964,287.87,94,25,2.45,RU,1724792184
444,taoudenni,22.6783,-3.9836,314.52,11,5,5.0,ML,1724792185
445,okola,4.0167,11.3833,293.86,98,22,1.65,CM,1724792186
446,tshikapa,-6.4167,20.8,298.06,26,3,0.85,CD,1724792187
447,tahe,52.3333,124.7333,286.97,78,100,1.91,CN,1724792189
448,quellon,-43.1167,-73.6167,280.91,78,100,3.3,CL,1724792190
449,bargaal,11.2864,51.0773,300.05,76,82,4.09,SO,1724792192
450,sisimiut,66.9395,-53.6735,280.53,80,99,3.06,GL,1724792193
451,al qadarif,14.0349,35.3834,297.97,77,100,2.68,SD,1724792194
452,yemetsk,63.4721,41.7941,287.18,74,99,2.96,RU,1724792196
453,valparaiso,-33.0393,-71.6273,291.28,59,0,5.66,CL,1724791969
454,siemiatycze,52.4272,22.8623,291.56,66,7,5.1,PL,1724792198
455,winkler,49.1817,-97.941,290.27,72,100,4.12,CA,1724792199
456,st ives,50.2086,-5.4875,290.15,93,100,5.11,GB,1724792200
457,souillac,-20.5167,57.5167,294.36,78,75,8.75,MU,1724792201
458,mujiayingzi,42.1167,118.7833,288.02,68,31,2.54,CN,1724792202
459,susuman,62.7833,148.1667,275.49,94,100,2.33,RU,1724792203
460,lorengau,-2.0226,147.2712,301.09,79,72,5.13,PG,1724792205
461,idri,27.5,13.2667,305.03,22,3,4.92,LY,1724792206
462,medicine hat,50.0501,-110.6683,305.22,21,75,7.2,CA,1724792207
463,ujae,8.9322,165.7642,302.07,78,97,6.93,MH,1724792208
464,aykhal,66.0,111.5,280.56,76,83,2.06,RU,1724792209
465,puerto deseado,-47.7503,-65.8938,282.46,39,29,4.33,AR,1724792210
466,mcgregor,26.5609,-81.9145,307.58,64,20,6.69,US,1724792212
467,santa terezinha,-29.9002,-50.0904,287.1,85,20,1.8,BR,1724792213
468,siguatepeque,14.6,-87.8333,298.06,68,82,2.74,HN,1724792214
469,thisted,56.9552,8.6949,289.61,83,100,4.81,DK,1724792215
470,kimbe,-5.5502,150.1429,297.12,78,6,2.69,PG,1724792216
471,homer,59.6425,-151.5483,286.09,83,100,4.12,US,1724792217
472,oak park,41.885,-87.7845,310.48,52,75,1.54,US,1724792218
473,tongren,27.7172,109.1853,295.97,91,33,1.56,CN,1724792219
474,talavera la real,38.8779,-6.7686,301.57,36,5,4.13,ES,1724792222
475,leer,53.2316,7.461,289.79,85,69,2.92,DE,1724792223
476,barcelos,41.5388,-8.6151,287.83,92,5,1.25,PT,1724792089
477,saldanha,-33.0117,17.9442,284.18,67,91,11.42,ZA,1724792225
478,maintirano,-18.0667,44.0167,296.22,81,0,3.02,MG,1724792226
479,rio pardo de minas,-15.6097,-42.5397,294.1,59,4,3.36,BR,1724792228
480,el calafate,-50.3408,-72.2768,276.82,68,19,0.31,AR,1724792072
481,chabahar,25.2919,60.643,301.47,83,76,4.79,IR,1724792230
482,horqueta,-23.3428,-57.0597,297.53,22,100,1.95,PY,1724792231
483,chibougamau,49.9168,-74.3659,286.9,93,100,3.55,CA,1724792058
484,cabo san lucas,22.8909,-109.9124,305.24,50,28,3.13,MX,1724792142
485,newman,37.3138,-121.0208,311.96,10,0,0.92,US,1724792234
486,mount isa,-20.7333,139.5,285.02,66,0,1.54,AU,1724792235
487,wynyard,-41.0,145.7167,281.14,82,100,9.76,AU,1724792237
488,ash shihaniyah,25.3686,51.2264,309.12,56,1,2.13,QA,1724792238
489,pompeu,-19.2244,-44.9353,298.67,37,6,2.76,BR,1724792240
490,melo,-32.3667,-54.1833,285.76,71,10,1.2,UY,1724792241
491,jiayuguan,39.8167,98.3,294.3,45,6,1.39,CN,1724792242
492,bichura,50.5881,107.6022,285.41,82,63,1.31,RU,1724792243
493,qamdo,31.1667,97.2333,280.39,75,3,0.41,CN,1724792245
494,warora,20.2333,79.0,298.08,88,28,3.09,IN,1724792246
495,santa rosa de copan,14.7667,-88.7833,301.79,51,40,2.57,HN,1724792247
496,saint-felicien,48.6501,-72.4491,297.53,69,75,2.06,CA,1724792248
497,el bauga,18.262,33.9081,301.93,64,67,4.44,SD,1724792250
498,san jose del guaviare,2.5729,-72.6459,303.55,54,24,1.64,CO,1724792252
499,fort bragg,35.139,-79.006,308.0,38,0,3.09,US,1724792253
500,vengerovo,55.6848,76.7471,284.44,92,95,2.11,RU,1724792254
501,heroica caborca,30.7167,-112.15,312.78,18,5,1.45,MX,1724792255
502,aykol,38.1751,77.2132,293.97,61,95,2.2,CN,1724792256
503,muscat,23.6139,58.5922,304.49,58,40,2.02,OM,1724792256
504,tazacorte,28.629,-17.9293,298.23,85,100,5.14,ES,1724792258
505,igrim,63.1906,64.4162,288.23,96,43,2.13,RU,1724792260
506,alofi,-19.0595,-169.9187,297.09,78,5,4.63,NU,1724792261
507,dosso,13.049,3.1937,299.89,76,28,4.18,NE,1724792262
508,mwanza,-2.5167,32.9,296.75,63,27,2.74,TZ,1724792264
509,rongelap,11.1635,166.8941,301.73,82,89,8.75,MH,1724792265
510,urayasu,35.6706,139.8886,301.52,80,75,3.6,JP,1724792267
511,hinton,53.4001,-117.5857,283.46,89,100,3.36,CA,1724792268
512,oamaru,-45.0784,170.9801,280.03,93,3,2.13,NZ,1724792269
513,west bay,19.3667,-81.4167,304.85,70,20,1.03,KY,1724792270
514,batouri,4.4333,14.3667,293.56,91,28,1.3,CM,1724792271
515,gmunden,47.9189,13.7975,292.77,93,34,1.23,AT,1724792272
516,missoula,47.0166,-113.8009,298.76,23,92,4.53,US,1724792273
517,ratnagiri,16.9833,73.3,299.39,86,100,7.99,IN,1724792274
518,shalkar,47.8288,59.6258,293.1,38,0,5.57,KZ,1724792277
519,kilju,40.9642,129.3278,291.88,85,31,2.15,KP,1724792278
520,bandon,51.7469,-8.7425,287.92,97,40,3.68,IE,1724792279
521,saarijarvi,62.7049,25.254,284.79,95,59,2.5,FI,1724792280
522,kingscliff,-28.2667,153.5667,292.04,100,75,3.6,AU,1724792282
523,ampanihy,-24.7,44.75,293.75,52,0,2.88,MG,1724792283
524,papao,-17.75,-149.55,299.97,75,100,7.22,PF,1724792284
525,puerto princesa,9.7392,118.7353,299.22,88,100,2.5,PH,1724792285
526,kostomuksha,64.571,30.5767,283.57,70,1,3.97,RU,1724792286
527,pizarro,4.9533,-77.366,301.4,74,41,3.55,CO,1724792287
528,lodja,-3.4833,23.4333,297.6,47,2,0.94,CD,1724792288
529,timbuktu,16.7735,-3.0074,310.19,31,35,5.61,ML,1724792290
530,lucapa,-8.4192,20.7447,294.48,26,0,0.72,AO,1724792291
531,timoteo,-19.5825,-42.6444,295.63,69,89,1.26,BR,1724792292
532,nyagan,62.1406,65.3936,287.9,97,49,2.09,RU,1724792283
533,darovskoy,58.77,47.9564,291.49,86,13,2.45,RU,1724792294
534,monrovia,6.3005,-10.7969,297.93,92,100,4.76,LR,1724792295
535,dikwa,12.024,13.9165,299.43,77,100,3.93,NG,1724792296
536,novodvinsk,64.4165,40.8122,289.01,74,19,3.6,RU,1724792298
537,valley city,46.9233,-98.0032,290.34,60,87,3.42,US,1724792299
538,eduardo castex,-35.915,-64.2945,291.23,38,71,3.65,AR,1724792300
539,san felipe,10.3399,-68.7425,304.75,47,63,2.81,VE,1724792301
540,salekhard,66.53,66.6019,286.47,78,45,2.23,RU,1724792302
541,sola,-13.8833,167.55,298.58,69,100,9.96,VU,1724792303
542,siwa oasis,29.2041,25.5195,305.21,35,7,8.31,EG,1724792304
543,shajiang,26.7825,119.9669,299.14,94,99,2.57,CN,1724792305
544,necochea,-38.5473,-58.7368,282.29,80,3,4.48,AR,1724792060
545,vytegra,61.0064,36.4481,285.54,81,90,2.79,RU,1724792308
546,carnarvon,-24.8667,113.6333,291.07,78,0,5.23,AU,1724792309
547,tolanaro,-25.0319,46.9987,295.19,78,20,11.83,MG,1724792310
548,ryotsu-minato,38.0833,138.4333,296.48,88,100,0.3,JP,1724792311
549,puerto armuelles,8.2833,-82.8667,301.53,72,25,1.79,PA,1724792312
550,brisas de zicatela,15.8369,-97.0419,303.12,68,27,3.45,MX,1724792313
551,ziro,27.6333,93.8333,290.39,99,100,0.41,IN,1724792315
552,djebeniana,35.035,10.9081,300.14,65,4,4.05,TN,1724792316
553,kaa-khem,51.6833,94.7333,288.03,54,96,2.58,RU,1724792317
554,santa marta,11.2408,-74.199,306.18,74,20,4.12,CO,1724792288
555,barauna,-5.08,-37.6167,298.02,71,30,6.37,BR,1724792319
556,arawa,-6.2132,155.5367,299.35,89,76,1.78,PG,1724792320
557,yamada,39.4667,141.95,296.02,98,99,2.27,JP,1724792322
558,tatarsk,55.219,75.9828,284.62,96,100,2.44,RU,1724792323
559,mbandaka,0.0487,18.2603,296.85,59,0,0.76,CD,1724792324
560,wainwright,52.839,-110.8572,303.25,17,100,10.3,CA,1724792325
561,soria,41.6667,-2.6667,292.44,48,0,2.38,ES,1724792326
562,palmer,42.1584,-72.3287,302.21,55,40,2.06,US,1724792327
563,miasskoye,55.2784,61.8905,286.64,86,59,3.42,RU,1724792329
564,thunder bay,48.4001,-89.3168,293.14,60,100,5.66,CA,1724792127
565,aitape,-3.1374,142.3475,297.89,92,100,1.82,PG,1724792332
